world,district,ward_number,plot_number,house_size,lotto_entries
Exodus,Shirogane,25,34,1,0
Exodus,Shirogane,25,39,1,0
Adamantoise,The Lavender Beds,25,26,1,1
Adamantoise,Mist,2,16,1,0
Coeurl,Mist,5,28,1,0
Coeurl,The Lavender Beds,2,44,1,0
Adamantoise,Mist,23,1,2,24
Diabolos,The Lavender Beds,19,47,1,5
Diabolos,The Lavender Beds,24,54,1,3
Zalera,The Lavender Beds,1,54,1,0
Goblin,Shirogane,13,42,1,2
Jenova,Mist,3,23,1,0
Brynhildr,The Goblet,25,1,1,0
Goblin,The Lavender Beds,14,22,1,3
Goblin,The Lavender Beds,11,35,2,42
Brynhildr,The Goblet,25,27,1,0
Jenova,Empyreum,26,32,2,45
Jenova,Mist,13,56,1,4
Mateus,Shirogane,17,3,1,20
Diabolos,Mist,25,39,1,0
Diabolos,Mist,25,43,1,0
Malboro,Mist,3,49,1,17
Cactuar,The Goblet,2,7,1,0
Mateus,Shirogane,22,38,2,104
Leviathan,The Lavender Beds,3,54,1,0
Cactuar,Shirogane,25,23,1,0
Behemoth,Shirogane,4,18,1,1
Hyperion,Empyreum,23,56,2,39
Hyperion,Empyreum,6,53,1,0
Hyperion,Mist,9,3,1,4
Adamantoise,Empyreum,9,7,2,21
Coeurl,Empyreum,5,34,1,0
Exodus,The Lavender Beds,12,43,1,3
Exodus,Mist,2,39,1,0
Exodus,Mist,2,40,1,0
Exodus,Mist,2,48,1,0
Exodus,Mist,2,23,1,0
Exodus,Mist,2,8,1,0
Leviathan,The Goblet,25,15,1,0
Zalera,Empyreum,27,53,1,5
Brynhildr,Shirogane,3,36,1,0
Excalibur,Empyreum,1,35,1,0
Coeurl,Shirogane,5,41,1,0
Jenova,The Goblet,1,56,1,0
Jenova,The Goblet,1,52,1,0
Malboro,The Goblet,6,2,1,0
Coeurl,Shirogane,4,55,1,0
Coeurl,Shirogane,4,50,1,0
Coeurl,Shirogane,4,48,1,0
Mateus,The Goblet,25,40,1,0
Mateus,The Goblet,25,32,1,0
Mateus,The Goblet,25,33,1,0
Diabolos,Shirogane,4,26,1,0
Excalibur,The Lavender Beds,8,59,1,15
Hyperion,The Lavender Beds,19,26,1,5
Faerie,The Lavender Beds,9,12,1,6
Diabolos,The Lavender Beds,1,55,1,0
Cactuar,Shirogane,25,55,1,0
Cactuar,Shirogane,25,57,1,0
Lamia,The Goblet,14,26,1,1
Lamia,The Goblet,12,51,1,1
Lamia,The Goblet,9,20,1,2
Jenova,Shirogane,2,56,1,0
Ultros,The Lavender Beds,19,55,1,4
Ultros,The Lavender Beds,14,50,1,5
Jenova,Shirogane,1,34,1,0
Gilgamesh,The Goblet,2,45,1,0
Coeurl,Mist,2,38,1,0
Cactuar,Mist,25,3,1,0
Excalibur,The Goblet,5,29,1,0
Gilgamesh,The Lavender Beds,4,43,1,0
Ultros,The Goblet,5,27,1,0
Ultros,The Goblet,2,58,1,0
Zalera,Empyreum,26,34,1,4
Zalera,Empyreum,16,50,1,4
Zalera,The Lavender Beds,30,50,1,7
Gilgamesh,Empyreum,22,14,1,3
Lamia,Mist,25,27,1,0
Hyperion,Mist,1,57,1,0
Malboro,Mist,1,52,1,0
Sargatanas,Shirogane,4,50,1,1
Famfrit,Shirogane,12,15,2,40
Gilgamesh,Shirogane,12,9,1,11
Diabolos,Empyreum,25,20,1,1
Gilgamesh,Empyreum,6,23,1,0
Zalera,Mist,3,39,1,2
Brynhildr,Shirogane,26,23,1,7
Brynhildr,Shirogane,20,34,1,4
Brynhildr,Shirogane,23,2,1,3
Brynhildr,Shirogane,8,11,1,4
Leviathan,The Lavender Beds,4,42,1,3
Sargatanas,Empyreum,3,43,1,0
Sargatanas,The Goblet,12,55,2,39
Sargatanas,Mist,22,26,1,2
Sargatanas,The Lavender Beds,20,19,1,6
Midgardsormr,Shirogane,5,41,1,0
Zalera,Shirogane,1,18,1,0
Gilgamesh,The Lavender Beds,20,20,1,4
Brynhildr,Shirogane,19,48,1,3
Balmung,Shirogane,24,27,1,37
Malboro,Shirogane,6,2,1,0
Gilgamesh,Mist,22,55,1,8
Mateus,Empyreum,3,15,1,0
Adamantoise,The Goblet,25,3,1,2
Excalibur,Mist,2,10,1,0
Excalibur,The Lavender Beds,16,24,1,3
Mateus,The Goblet,4,27,1,0
Sargatanas,Shirogane,3,36,1,0
Behemoth,Mist,16,29,2,20
Behemoth,Mist,3,54,1,0
Midgardsormr,Empyreum,16,6,1,5
Sargatanas,Empyreum,22,16,1,2
Behemoth,The Lavender Beds,28,20,1,2
Lamia,Mist,1,9,1,0
Faerie,The Goblet,7,40,1,1
Midgardsormr,Shirogane,21,12,1,4
Midgardsormr,Shirogane,5,12,1,0
Midgardsormr,Shirogane,5,11,1,0
Midgardsormr,Shirogane,5,26,1,0
Midgardsormr,Shirogane,1,42,1,1
Midgardsormr,Shirogane,1,39,1,0
Midgardsormr,Shirogane,4,32,1,0
Jenova,The Lavender Beds,2,42,1,0
Hyperion,The Goblet,7,8,2,14
Malboro,The Goblet,25,29,1,0
Ultros,Empyreum,6,53,1,0
Zalera,Shirogane,16,36,1,4
Zalera,The Lavender Beds,12,34,1,4
Zalera,The Lavender Beds,8,9,1,15
Behemoth,The Goblet,3,3,1,0
Behemoth,The Goblet,3,46,1,0
Malboro,Shirogane,25,10,1,0
Balmung,Empyreum,4,44,1,0
Mateus,Mist,3,8,1,0
Adamantoise,The Goblet,25,33,1,0
Hyperion,Empyreum,1,36,1,0
Behemoth,Shirogane,21,43,2,35
Zalera,The Goblet,1,37,1,0
Ultros,Shirogane,4,10,1,0
Ultros,Shirogane,1,32,1,0
Mateus,Mist,29,11,1,15
Faerie,The Lavender Beds,8,18,1,4
Coeurl,The Goblet,2,4,2,18
Malboro,Shirogane,3,56,1,0
Diabolos,Empyreum,1,15,1,0
Leviathan,Empyreum,10,14,1,3
Diabolos,The Lavender Beds,24,13,1,2
Diabolos,The Lavender Beds,20,39,1,6
Ultros,The Lavender Beds,24,59,1,15
Ultros,The Lavender Beds,15,48,1,3
Cactuar,The Goblet,29,45,1,5
Ultros,Shirogane,1,26,1,0
Mateus,The Goblet,22,1,1,11
Excalibur,The Goblet,25,32,1,0
Coeurl,The Goblet,14,33,1,5
Excalibur,The Goblet,25,37,1,0
Excalibur,The Goblet,25,39,1,0
Excalibur,The Goblet,25,45,1,0
Exodus,Empyreum,5,28,1,0
Exodus,Empyreum,5,29,1,0
Zalera,The Lavender Beds,24,44,1,4
Excalibur,The Goblet,3,2,1,0
Famfrit,Empyreum,30,1,1,5
Diabolos,The Goblet,8,48,1,2
Balmung,Empyreum,5,57,1,0
Ultros,The Goblet,1,26,1,0
Coeurl,Mist,2,43,1,0
Sargatanas,Mist,10,54,1,1
Goblin,The Goblet,5,29,1,2
Balmung,Empyreum,2,20,1,0
Sargatanas,Mist,25,24,1,0
Faerie,The Goblet,1,16,1,0
Ultros,The Lavender Beds,19,10,1,5
Mateus,The Lavender Beds,29,4,1,19
Midgardsormr,Mist,1,33,1,0
Sargatanas,Empyreum,25,10,1,0
Zalera,The Lavender Beds,25,48,1,0
Hyperion,Empyreum,8,25,1,4
Malboro,Empyreum,4,6,1,0
Exodus,Empyreum,6,40,1,0
Zalera,Mist,16,13,1,4
Malboro,Shirogane,25,35,1,0
Malboro,The Goblet,3,54,1,0
Sargatanas,Shirogane,6,18,1,0
Adamantoise,The Goblet,25,37,1,0
Zalera,Mist,25,33,1,1
Cactuar,Mist,2,27,1,0
Cactuar,Mist,2,24,1,0
Mateus,The Lavender Beds,2,42,1,0
Faerie,Empyreum,25,29,1,0
Brynhildr,Mist,4,38,1,0
Lamia,Shirogane,25,36,1,0
Behemoth,The Lavender Beds,6,20,1,0
Zalera,Shirogane,18,11,1,4
Excalibur,The Lavender Beds,25,14,1,0
Malboro,The Goblet,17,32,1,0
Adamantoise,Empyreum,17,41,1,4
Leviathan,Empyreum,8,19,1,3
Malboro,The Goblet,25,16,1,0
Behemoth,The Goblet,13,28,1,0
Gilgamesh,The Lavender Beds,14,7,1,3
Behemoth,The Goblet,13,24,1,0
Excalibur,The Lavender Beds,27,56,1,8
Malboro,Mist,21,18,1,7
Sargatanas,Mist,8,8,1,3
Adamantoise,Mist,11,9,1,6
Excalibur,The Lavender Beds,8,55,1,3
Sargatanas,Shirogane,3,26,1,0
Midgardsormr,Shirogane,2,6,1,0
Excalibur,Mist,24,57,1,3
Siren,The Goblet,22,39,1,2
Siren,The Goblet,17,47,1,3
Siren,The Goblet,3,58,1,0
Jenova,Shirogane,6,36,1,0
Coeurl,Shirogane,25,55,1,0
Coeurl,Shirogane,25,56,1,0
Midgardsormr,The Lavender Beds,3,56,1,0
Gilgamesh,Empyreum,25,43,1,1
Coeurl,The Goblet,14,32,1,5
Zalera,Mist,5,58,1,0
Zalera,Mist,5,52,1,0
Zalera,Mist,5,43,1,0
Famfrit,Empyreum,22,20,1,3
Zalera,Mist,15,10,1,9
Cactuar,Shirogane,25,42,1,0
Leviathan,Shirogane,1,25,1,0
Faerie,Mist,6,3,1,0
Behemoth,Shirogane,25,56,1,0
Balmung,Shirogane,3,59,1,4
Exodus,Shirogane,1,48,1,0
Coeurl,Empyreum,6,20,1,0
Ultros,Shirogane,21,2,1,3
Diabolos,Mist,29,53,1,4
Ultros,Shirogane,25,11,1,0
Hyperion,Mist,4,42,1,1
Behemoth,Mist,24,26,1,1
Behemoth,Mist,25,33,1,0
Brynhildr,The Goblet,25,3,1,0
Behemoth,Mist,25,43,1,0
Behemoth,Mist,25,16,1,0
Behemoth,Mist,25,23,1,0
Behemoth,Mist,25,13,1,0
Behemoth,Mist,25,12,1,0
Brynhildr,The Goblet,25,9,1,0
Goblin,The Goblet,5,51,1,0
Goblin,The Goblet,5,57,1,0
Goblin,The Goblet,5,24,1,0
Exodus,The Goblet,21,21,1,0
Exodus,The Goblet,21,24,1,1
Leviathan,The Lavender Beds,25,45,1,0
Leviathan,The Lavender Beds,25,44,1,0
Leviathan,The Lavender Beds,25,48,1,0
Leviathan,The Lavender Beds,25,50,1,0
Leviathan,The Lavender Beds,25,56,1,0
Leviathan,The Lavender Beds,25,55,1,0
Leviathan,The Lavender Beds,25,34,1,0
Leviathan,The Lavender Beds,25,32,1,0
Zalera,Shirogane,25,59,1,0
Leviathan,The Goblet,28,7,1,3
Leviathan,The Goblet,4,44,1,0
Leviathan,The Lavender Beds,4,32,1,0
Goblin,The Lavender Beds,4,12,1,0
Faerie,Empyreum,9,40,1,1
Faerie,Shirogane,1,41,1,0
Goblin,Empyreum,8,23,1,3
Goblin,The Goblet,20,24,1,1
Hyperion,The Goblet,6,6,2,13
Goblin,The Lavender Beds,5,14,1,0
Coeurl,Shirogane,14,25,1,6
Coeurl,Shirogane,8,2,1,7
Jenova,Mist,20,55,1,5
Gilgamesh,Shirogane,27,49,2,55
Brynhildr,Shirogane,11,2,1,8
Behemoth,Empyreum,24,48,2,18
Behemoth,Empyreum,15,48,2,15
Coeurl,Mist,4,18,1,0
Zalera,The Lavender Beds,27,49,1,5
Coeurl,The Lavender Beds,3,4,1,0
Malboro,Mist,25,46,1,0
Lamia,Mist,1,39,1,0
Famfrit,The Lavender Beds,14,24,1,2
Cactuar,Shirogane,6,22,1,2
Mateus,The Lavender Beds,4,14,1,0
Malboro,The Lavender Beds,6,23,1,0
Excalibur,The Goblet,28,9,1,6
Zalera,The Goblet,5,53,1,5
Lamia,Shirogane,7,51,1,6
Lamia,Mist,6,53,1,0
Siren,Shirogane,2,25,1,0
Exodus,Mist,4,14,2,11
Faerie,Mist,12,13,1,5
Faerie,Mist,28,28,1,10
Leviathan,Mist,3,40,1,1
Leviathan,The Goblet,3,16,1,0
Adamantoise,The Goblet,8,47,1,1
Leviathan,The Goblet,2,48,1,0
Adamantoise,The Goblet,25,7,1,1
Lamia,The Lavender Beds,18,40,1,4
Lamia,The Lavender Beds,10,13,1,5
Faerie,The Lavender Beds,19,18,1,12
Famfrit,Shirogane,7,21,1,5
Diabolos,The Goblet,19,27,1,2
Faerie,Empyreum,8,9,1,3
Faerie,Empyreum,2,35,1,0
Faerie,Empyreum,2,58,1,0
Faerie,Empyreum,2,50,1,0
Gilgamesh,Mist,25,12,1,0
Faerie,Empyreum,2,46,1,0
Faerie,The Goblet,11,21,1,3
Faerie,Empyreum,2,15,1,0
Faerie,Mist,5,41,1,1
Famfrit,The Lavender Beds,4,7,1,1
Midgardsormr,Shirogane,4,29,1,0
Gilgamesh,Mist,1,16,1,0
Gilgamesh,Mist,1,13,1,0
Leviathan,Empyreum,6,44,1,0
Leviathan,Empyreum,6,49,1,0
Sargatanas,Shirogane,25,42,1,0
Sargatanas,Shirogane,25,39,1,0
Gilgamesh,Mist,8,13,1,3
Sargatanas,Shirogane,25,9,1,0
Midgardsormr,Shirogane,4,2,1,1
Midgardsormr,Shirogane,4,9,1,0
Zalera,The Goblet,2,54,1,0
Coeurl,Mist,26,27,1,7
Gilgamesh,Shirogane,5,55,1,0
Gilgamesh,Shirogane,5,56,1,0
Gilgamesh,Shirogane,5,18,1,0
Gilgamesh,Shirogane,5,11,1,0
Ultros,Empyreum,9,57,1,3
Lamia,Shirogane,16,18,1,6
Zalera,The Goblet,3,9,1,0
Faerie,Empyreum,2,54,1,0
Excalibur,Empyreum,8,15,1,4
Coeurl,The Goblet,25,18,1,1
Leviathan,Shirogane,5,36,1,0
Zalera,Shirogane,16,50,1,7
Zalera,Empyreum,15,1,1,6
Hyperion,Empyreum,4,15,1,0
Excalibur,The Goblet,25,18,1,0
Gilgamesh,Shirogane,24,25,1,6
Excalibur,Mist,5,12,1,0
Excalibur,Mist,5,26,1,0
Jenova,The Goblet,12,59,1,4
Faerie,The Lavender Beds,1,32,1,1
Siren,The Goblet,20,52,1,2
Siren,The Goblet,24,46,1,2
Brynhildr,Shirogane,17,33,1,13
Exodus,Mist,4,46,1,1
Sargatanas,The Goblet,12,42,2,14
Gilgamesh,Shirogane,4,26,1,0
Faerie,Empyreum,30,3,1,8
Coeurl,The Goblet,25,57,1,1
Ultros,Mist,18,25,1,3
Brynhildr,Mist,2,50,1,2
Gilgamesh,Shirogane,3,17,1,0
Zalera,The Goblet,16,42,2,13
Jenova,Empyreum,24,46,1,8
Ultros,The Goblet,4,7,1,0
Zalera,The Lavender Beds,16,40,1,7
Sargatanas,Shirogane,24,25,1,4
Ultros,The Goblet,23,3,1,2
Gilgamesh,Shirogane,10,56,1,4
Gilgamesh,Shirogane,12,12,1,8
Mateus,The Lavender Beds,5,22,1,1
Zalera,The Lavender Beds,30,40,1,14
Coeurl,Mist,26,17,1,9
Sargatanas,The Lavender Beds,17,24,1,2
Cactuar,The Lavender Beds,2,57,2,16
Malboro,Mist,29,10,1,4
Behemoth,The Goblet,27,59,1,1
Ultros,Shirogane,12,42,1,3
Gilgamesh,Mist,9,25,1,4
Zalera,The Goblet,2,31,1,0
Gilgamesh,Mist,8,56,1,5
Coeurl,Shirogane,13,36,1,6
Excalibur,Mist,21,13,1,4
Jenova,Shirogane,1,5,1,7
Malboro,Mist,21,57,1,3
Jenova,Shirogane,1,29,1,0
Adamantoise,Mist,9,18,1,5
Zalera,The Lavender Beds,6,20,1,0
Gilgamesh,Mist,25,27,1,0
Gilgamesh,Mist,25,28,1,1
Jenova,Empyreum,12,36,1,3
Brynhildr,The Lavender Beds,1,43,1,0
Sargatanas,The Goblet,8,33,1,1
Jenova,Mist,25,53,1,0
Jenova,Mist,1,11,1,1
Exodus,Mist,18,19,1,20
Jenova,The Lavender Beds,20,56,1,5
Goblin,The Goblet,15,17,1,1
Sargatanas,The Goblet,7,24,1,1
Zalera,The Lavender Beds,10,56,1,3
Balmung,Mist,10,38,1,25
Faerie,Empyreum,1,20,1,0
Midgardsormr,Shirogane,19,20,1,6
Gilgamesh,The Goblet,22,47,1,4
Gilgamesh,The Goblet,30,31,1,2
Ultros,Shirogane,11,2,1,6
Brynhildr,Empyreum,5,39,1,0
Coeurl,Shirogane,5,18,1,0
Faerie,Empyreum,28,46,1,8
Coeurl,Shirogane,5,5,1,0
Coeurl,Shirogane,5,14,1,0
Goblin,Mist,30,57,1,2
Mateus,The Goblet,4,26,1,0
Coeurl,Shirogane,4,36,1,0
Goblin,Mist,19,16,1,4
Ultros,Mist,6,33,1,0
Coeurl,Shirogane,4,18,1,0
Coeurl,Shirogane,4,6,1,0
Goblin,Mist,16,48,1,3
Ultros,Mist,25,16,1,0
Ultros,Mist,25,12,1,0
Ultros,Mist,25,8,1,0
Gilgamesh,The Goblet,6,37,1,0
Excalibur,Mist,18,24,1,4
Coeurl,Shirogane,2,9,1,0
Brynhildr,The Lavender Beds,16,26,1,6
Brynhildr,The Lavender Beds,16,18,1,7
Sargatanas,The Goblet,15,23,1,1
Brynhildr,The Lavender Beds,1,37,1,0
Brynhildr,Shirogane,25,25,1,0
Zalera,The Goblet,28,37,1,7
Adamantoise,Mist,21,58,1,4
Goblin,Mist,14,17,1,3
Gilgamesh,Empyreum,21,44,1,1
Goblin,Mist,9,54,1,1
Goblin,Mist,9,40,1,3
Zalera,The Lavender Beds,27,20,1,7
Midgardsormr,Shirogane,14,34,1,4
Goblin,Shirogane,29,57,1,4
Goblin,Shirogane,29,4,1,10
Goblin,Shirogane,26,25,1,3
Zalera,Shirogane,23,6,1,8
Goblin,Shirogane,19,56,1,4
Hyperion,Shirogane,4,57,1,1
Goblin,Shirogane,19,42,1,4
Goblin,Empyreum,1,50,1,1
Zalera,Mist,22,48,1,9
Goblin,Shirogane,10,51,1,14
Jenova,Mist,6,17,1,2
Jenova,Mist,6,18,1,2
Goblin,Shirogane,7,56,1,1
Lamia,The Goblet,27,12,2,14
Malboro,Shirogane,26,1,2,63
Lamia,Empyreum,24,8,2,24
Goblin,The Lavender Beds,28,19,1,2
Goblin,The Lavender Beds,27,7,1,3
Behemoth,Shirogane,29,20,1,10
Goblin,The Lavender Beds,25,14,1,1
Goblin,The Lavender Beds,25,15,1,1
Adamantoise,Mist,25,39,1,2
Brynhildr,Empyreum,10,31,1,5
Hyperion,Empyreum,21,2,2,24
Goblin,The Lavender Beds,14,52,1,4
Goblin,The Lavender Beds,13,18,1,2
Brynhildr,Mist,30,46,1,5
Goblin,The Lavender Beds,1,14,1,0
Goblin,Shirogane,1,29,1,0
Goblin,The Goblet,30,27,1,2
Goblin,The Goblet,17,16,1,1
Goblin,The Goblet,9,31,1,1
Zalera,Mist,30,17,1,5
Adamantoise,The Lavender Beds,1,32,1,1
Ultros,Empyreum,27,23,1,6
Balmung,The Goblet,5,40,1,0
Ultros,The Lavender Beds,5,42,1,0
Ultros,The Lavender Beds,2,4,1,0
Ultros,The Lavender Beds,2,18,1,0
Ultros,The Lavender Beds,2,19,1,1
Behemoth,Shirogane,24,20,1,9
Ultros,The Lavender Beds,25,7,1,0
Ultros,The Lavender Beds,25,24,1,1
Ultros,The Lavender Beds,25,20,1,0
Ultros,The Lavender Beds,25,18,1,0
Mateus,Mist,4,27,1,0
Adamantoise,Shirogane,27,44,1,13
Balmung,Shirogane,27,32,1,24
Ultros,Mist,14,9,1,3
Midgardsormr,The Lavender Beds,24,48,1,4
Malboro,The Lavender Beds,8,25,1,2
Leviathan,The Lavender Beds,13,32,1,5
Gilgamesh,Mist,25,13,1,1
Brynhildr,The Goblet,16,9,1,2
Exodus,Empyreum,8,58,1,1
Leviathan,Mist,12,29,2,67
Hyperion,Shirogane,1,39,1,0
Hyperion,Shirogane,1,40,1,0
Diabolos,The Lavender Beds,23,50,1,2
Balmung,Mist,15,53,1,25
Hyperion,Shirogane,1,42,1,0
Midgardsormr,The Goblet,19,58,1,1
Midgardsormr,The Goblet,12,32,1,1
Hyperion,Shirogane,1,26,1,0
Coeurl,The Goblet,8,7,1,4
Diabolos,Mist,23,31,2,18
Midgardsormr,Mist,23,42,1,1
Hyperion,Shirogane,26,48,1,7
Adamantoise,Shirogane,26,10,1,6
Adamantoise,Shirogane,24,50,1,5
Diabolos,The Goblet,25,44,1,3
Hyperion,Shirogane,8,35,1,6
Goblin,The Lavender Beds,8,32,1,2
Gilgamesh,The Goblet,2,35,3,37
Hyperion,Shirogane,7,51,1,7
Exodus,Empyreum,3,10,1,1
Balmung,The Goblet,1,23,1,2
Diabolos,The Goblet,18,36,2,6
Diabolos,The Goblet,16,6,2,13
Excalibur,The Lavender Beds,9,50,1,5
Malboro,Shirogane,20,21,1,5
Diabolos,The Goblet,5,12,2,8
Diabolos,The Goblet,3,38,2,4
Diabolos,The Goblet,3,26,1,0
Sargatanas,The Lavender Beds,16,19,1,5
Gilgamesh,The Goblet,25,16,1,1
Excalibur,The Lavender Beds,22,10,1,5
Goblin,The Lavender Beds,6,38,1,1
Gilgamesh,Shirogane,11,2,1,5
Hyperion,Shirogane,20,11,1,7
Sargatanas,The Lavender Beds,15,47,1,12
Hyperion,The Goblet,12,44,1,2
Famfrit,The Lavender Beds,11,57,2,32
Diabolos,The Goblet,8,32,1,1
Goblin,Shirogane,9,43,2,21
Goblin,The Goblet,15,44,1,1
Brynhildr,Mist,16,10,1,5
Gilgamesh,Empyreum,20,48,2,49
Balmung,Empyreum,30,28,1,29
Exodus,Mist,24,24,1,3
Ultros,The Goblet,22,55,2,24
Jenova,The Lavender Beds,13,19,1,4
Cactuar,The Lavender Beds,5,39,1,0
Brynhildr,The Goblet,15,3,1,2
Cactuar,The Goblet,13,32,1,1
Sargatanas,The Lavender Beds,8,18,1,5
Balmung,The Goblet,7,15,1,24
Diabolos,Mist,9,8,1,3
Cactuar,The Goblet,6,6,2,4
Hyperion,The Lavender Beds,26,47,1,10
Mateus,Shirogane,26,5,1,13
Zalera,The Goblet,4,39,1,0
Zalera,The Goblet,13,37,1,2
Gilgamesh,The Lavender Beds,30,8,1,8
Siren,The Lavender Beds,4,49,1,2
Siren,Mist,21,33,1,12
Cactuar,The Goblet,23,18,1,4
Leviathan,The Goblet,2,10,1,0
Faerie,Empyreum,18,21,2,37
Exodus,The Goblet,7,12,2,12
Famfrit,Mist,13,14,2,21
Mateus,The Goblet,14,32,1,8
Balmung,The Goblet,4,11,2,52
Cactuar,The Lavender Beds,21,32,1,4
Balmung,Empyreum,19,29,1,18
Famfrit,The Lavender Beds,23,17,1,8
Zalera,Empyreum,28,59,1,3
Zalera,Empyreum,21,29,1,4
Zalera,Empyreum,16,10,1,3
Malboro,Mist,11,40,1,1
Jenova,Shirogane,30,26,1,15
Behemoth,Mist,23,1,2,21
Jenova,The Lavender Beds,9,55,1,5
Ultros,Shirogane,16,45,2,29
Malboro,Shirogane,23,44,1,4
Excalibur,Mist,8,9,1,4
Balmung,The Goblet,24,57,1,21
Jenova,The Lavender Beds,10,42,1,11
Zalera,Mist,24,34,2,37
Behemoth,The Lavender Beds,11,35,2,24
Zalera,The Goblet,30,28,1,4
Cactuar,Empyreum,26,57,1,5
Mateus,The Goblet,15,39,1,7
Midgardsormr,Shirogane,22,53,1,7
Lamia,The Lavender Beds,11,11,2,77
Mateus,Empyreum,14,27,1,15
Diabolos,Mist,18,60,2,27
Brynhildr,Empyreum,28,14,1,7
Brynhildr,Mist,22,17,1,7
Diabolos,Mist,4,36,2,53
Zalera,The Goblet,4,33,1,0
Midgardsormr,The Lavender Beds,29,43,1,10
Coeurl,Empyreum,29,46,1,2
Excalibur,The Lavender Beds,16,50,1,4
Leviathan,Empyreum,23,1,1,9
Lamia,The Lavender Beds,24,16,2,53
Malboro,The Goblet,6,43,3,35
Adamantoise,Mist,22,20,1,27
Siren,Shirogane,6,36,1,0
Leviathan,The Lavender Beds,25,7,1,0
Mateus,The Goblet,7,16,1,7
Malboro,Shirogane,4,30,3,75
Malboro,Mist,30,50,1,15
Lamia,Mist,6,59,2,22
Malboro,The Lavender Beds,25,32,1,0
Malboro,The Lavender Beds,25,42,1,0
Malboro,Shirogane,3,54,2,14
Malboro,The Lavender Beds,25,44,1,0
Malboro,The Lavender Beds,25,48,1,0
Malboro,The Lavender Beds,25,50,1,0
Adamantoise,Shirogane,16,57,1,7
Faerie,Mist,28,7,2,28
Ultros,The Goblet,10,55,2,26
Leviathan,The Lavender Beds,25,14,1,0
Leviathan,The Lavender Beds,25,19,1,0
Malboro,The Lavender Beds,25,18,1,0
Leviathan,The Lavender Beds,25,18,1,0
Lamia,The Lavender Beds,19,59,1,14
Malboro,The Lavender Beds,25,14,1,0
Balmung,Mist,20,27,1,20
Balmung,The Goblet,8,31,1,20
Midgardsormr,Mist,9,41,1,3
Faerie,The Lavender Beds,16,2,1,15
Malboro,The Lavender Beds,6,47,1,0
Midgardsormr,The Goblet,20,41,2,32
Malboro,The Lavender Beds,6,37,1,0
Malboro,The Lavender Beds,6,32,1,0
Famfrit,Mist,20,30,2,38
Jenova,The Lavender Beds,17,4,1,5
Zalera,Shirogane,24,19,2,52
Leviathan,The Lavender Beds,8,45,1,8
Diabolos,The Lavender Beds,29,10,1,4
Behemoth,Mist,8,36,2,29
Cactuar,Shirogane,23,35,1,16
Zalera,Shirogane,13,39,1,6
Coeurl,The Goblet,10,29,1,3
Diabolos,Mist,14,34,2,27
Brynhildr,Empyreum,17,51,2,54
Goblin,The Lavender Beds,23,55,1,4
Diabolos,The Lavender Beds,14,7,1,4
Midgardsormr,Mist,19,50,1,20
Midgardsormr,Shirogane,17,21,1,10
Zalera,Empyreum,23,4,1,3
Leviathan,The Goblet,25,18,1,1
Diabolos,Empyreum,26,45,1,2
Coeurl,The Lavender Beds,29,47,1,15
Cactuar,The Goblet,21,8,2,31
Leviathan,The Goblet,5,18,1,0
Coeurl,Shirogane,9,26,1,7
Coeurl,The Lavender Beds,24,14,1,6
Malboro,Shirogane,12,48,1,2
Leviathan,The Goblet,4,15,1,0
Coeurl,The Lavender Beds,23,22,1,10
Coeurl,The Lavender Beds,21,39,1,13
Leviathan,The Goblet,12,17,1,5
Ultros,The Lavender Beds,22,31,2,44
Coeurl,The Lavender Beds,21,20,1,7
Gilgamesh,The Goblet,25,1,1,1
Coeurl,The Lavender Beds,20,37,1,12
Hyperion,Empyreum,14,18,2,28
Coeurl,The Lavender Beds,7,2,1,8
Behemoth,The Goblet,15,57,1,0
Diabolos,Mist,23,60,2,26
Faerie,Mist,5,37,2,18
Jenova,Mist,18,22,1,14
Jenova,The Lavender Beds,20,8,1,6
Diabolos,Empyreum,19,21,2,19
Gilgamesh,The Lavender Beds,4,33,3,64
Siren,The Goblet,1,18,1,2
Zalera,Empyreum,23,36,1,2
Exodus,Mist,25,27,1,0
Diabolos,Shirogane,22,38,2,87
Faerie,Shirogane,11,52,1,9
Jenova,Empyreum,21,50,1,4
Jenova,The Lavender Beds,9,9,1,21
Mateus,The Goblet,10,32,1,8
Leviathan,Empyreum,16,20,1,4
Balmung,Shirogane,17,12,1,26
Malboro,The Lavender Beds,30,12,1,4
Midgardsormr,Shirogane,1,58,2,17
Coeurl,The Goblet,27,49,2,42
Siren,The Lavender Beds,21,49,1,10
Jenova,The Lavender Beds,23,40,1,13
Faerie,Empyreum,24,14,1,6
Siren,The Lavender Beds,13,2,1,8
Siren,The Lavender Beds,12,32,1,8
Siren,The Lavender Beds,11,48,1,9
Balmung,Mist,21,9,1,22
Gilgamesh,Mist,11,48,1,11
Faerie,Shirogane,4,43,2,23
Goblin,Shirogane,13,26,1,3
Midgardsormr,The Lavender Beds,24,32,1,5
Famfrit,Shirogane,2,13,2,13
Mateus,Mist,17,19,1,57
Gilgamesh,Shirogane,24,49,2,58
Mateus,The Goblet,26,50,1,20
Leviathan,The Goblet,15,53,1,1
Leviathan,The Goblet,6,8,2,9
Sargatanas,Empyreum,18,50,1,2
Mateus,Mist,9,11,1,13
Hyperion,The Lavender Beds,15,42,1,1
Siren,Shirogane,18,57,1,9
Coeurl,The Goblet,4,34,2,11
Siren,Shirogane,13,29,1,12
